order_id,customer_name,customer_email,region,category,product_name,quantity,unit_price,order_total,order_date,status
2790d23a-ffb3-4b80-8401-a2d0cb1b4132,Richard Roberts,charlene99@example.com,Midwest,Electronics,Realigned high-level task-force,11,109.84,1208.24,2024-11-16,
e696be77-faad-4d64-9ba2-a349c58991b3,Karen Johnson,bradleycase@example.org,Midwest,Sporting Goods,Devolved zero-defect instruction set,1,227.05,227.05,2024-08-16,COMPLETED
699632a7-75ca-4358-8a91-d0b55756055f,George Mills,elizabeth76@example.com,Midwest,Office Supplies,Phased optimizing open system,16,125.13,2002.08,2024-03-14,Pending
cb513a1f-3923-49b8-986c-500563656570,Chris Mclaughlin,mchen@example.net,South,Sporting Goods,Realigned mission-critical protocol,15,124.38,1865.7,2024-03-29,refunded
181f5217-8c49-4080-a609-667e57af2ed1,Timothy Aguirre,robertsstephanie@example.com,Midwest,Apparel,Reduced impactful task-force,,100.48,1406.72,2024-03-25,completed
53421ce7-bfe8-435b-9958-f25fb7907ac5,Nicole Hall,asanchez@example.com,Northeast,Sporting Goods,User-centric demand-driven artificial intelligence,16,147.93,2366.88,2023-06-24,pending
d1a08f7e-9b46-4eb1-9d4c-b19eeda4730f,Mark Howard,fishereric@example.net,Midwest,Office Supplies,Reactive stable application,17,127.55,2168.35,2024-02-26,pending
63139dbf-a185-4d39-b522-83a688b32ab6,Abigail Price,lsanchez@example.net,South,Office Supplies,Team-oriented high-level Graphic Interface,15,144.7,2170.5,2024-09-30,completed
f7bb77ec-4ffd-405f-ba3d-6b5ef94c1644,Cynthia Miller,roger59@example.org,South,Electronics,Multi-layered transitional product,20,137.76,2755.2,2024-08-25,pending
c1460a36-c8b4-43e2-bde3-63954a0a4406,Janet Powell,houseshannon@example.org,South,Sporting Goods,Integrated optimal data-warehouse,3,76.57,229.71,2023-02-25,refunded
9e15eb1e-3b15-4515-8b7b-cad67b0c5078,Caleb Garcia,anthonyporter@example.com,West,Apparel,Open-source leadingedge circuit,6,234.73,1408.38,2024-02-20,
fae5bc56-9b5c-48e4-a46e-e62d4ccbff9e,Richard Stevenson,baxteradam@example.com,Northeast,Sporting Goods,Progressive real-time portal,11,269.67,2966.37,2023-11-10,Pending
2e2b345c-5343-49a1-a689-1224f234d237,Charles Fields,kbowman@example.com,South,Electronics,User-centric intermediate workforce,8,173.36,1386.88,2023-04-13,
105656ee-13d8-4ff4-858f-d0706688ab46,Emily Ford,zstuart@example.com,West,Office Supplies,Optimized clear-thinking groupware,8,9.28,74.24,2023-07-04,Pending
d2c619b3-9554-4690-91dc-0bfb564fcf8d,Kimberly Cole,kimleslie@example.org,Midwest,Sporting Goods,Configurable multi-tasking emulation,1,247.78,247.78,2023-01-30,COMPLETED
a8a4301e-6fb5-4609-b1dd-d403a0f79556,Kimberly Gray,navarroadam@example.net,South,Sporting Goods,Object-based executive project,12,266.0,3192.0,2024-08-01,COMPLETED
fedb63db-6706-4089-8460-66a017180cb7,Craig Stone,holdenkathleen@example.com,Northeast,Sporting Goods,Inverse foreground algorithm,11,52.5,577.5,2023-04-07,Pending
db5737c4-f664-4fbf-b9d0-083c819d8543,Leonard Lopez,todd16@example.org,Northeast,Electronics,Synergized 24/7 software,17,248.43,,2023-03-27,completed
440b3ff4-7fed-4760-927b-4971e09040da,Stephanie Alvarez,jameshampton@example.net,Midwest,Apparel,Focused 3rdgeneration collaboration,12,165.94,1991.28,2024-02-07,pending
a5a24b7a-31f3-425e-8454-cb6ffcc9ff34,David Mcdonald,laura49@example.org,Northeast,Home Goods,Multi-lateral contextually-based attitude,6,227.15,1362.9,2023-10-16,completed
f1d2f162-ed1b-4b9c-97dc-eee511a5ac69,Kimberly Hansen,whitepaula@example.net,Northeast,Home Goods,Optimized upward-trending structure,20,163.14,3262.8,2023-09-07,Pending
3e67c132-d1d8-4250-9b93-15a8c4bafea4,Chelsea Lopez,ksmith@example.com,South,Electronics,Front-line disintermediate installation,2,272.98,545.96,2023-12-20,pending
9b42c6eb-3b31-4e03-97b7-4980656d0386,Robert Gordon,hmartin@example.net,South,Home Goods,Face-to-face asymmetric system engine,9,192.48,1732.32,2024-10-13,COMPLETED
8d7fee56-15b9-4686-b02d-73cb850da121,Stephanie Wilson,lpeterson@example.net,West,Electronics,Persistent bandwidth-monitored budgetary management,20,-179.98,3599.6,2023-06-16,COMPLETED
37eaebdf-3078-436a-8ba0-9d2b7442aa03,Justin Gonzalez,amy35@example.org,West,Electronics,Streamlined high-level projection,12,31.08,372.96,2023-10-07,completed
aee99e1e-272f-428c-b8a1-777f3e29c6c8,Amanda Black,frank27@example.org,Northeast,Sporting Goods,Networked methodical migration,,156.79,1881.48,2023-11-12,Pending
13285396-64e7-43a3-aba3-9402e5f61d32,Vanessa Freeman,manuelvance@example.net,Midwest,Office Supplies,Advanced zero-defect functionalities,17,165.57,2814.69,2024-02-02,Pending
c5663056-cb46-4aaa-984a-6a974ad6b109,David Jones,hansenrebecca@example.net,Midwest,Apparel,Implemented neutral portal,17,38.45,653.65,2024-12-28,Pending
7ee1b3fd-2eb5-4419-bfa7-0d3b315d950d,Erin Richardson,jacobsscott@example.net,West,Home Goods,Focused web-enabled function,1,139.78,139.78,2023-01-17,completed
8a57d985-e885-4293-b0c6-347b6379faae,Sarah Hogan,brandon78@example.net,Northeast,Home Goods,Profound zero-defect focus group,1,-227.48,227.48,2023-02-18,completed
5e6caa0d-b7d1-4800-aa48-78f1c6db6158,Joshua Matthews,hintonjohn@example.org,South,Electronics,Stand-alone optimal database,6,123.39,740.34,2023-08-23,
15018d22-5e25-4d33-bc71-3adf34de4d31,Jeffrey Lamb,lauracooke@example.org,South,Apparel,Digitized dedicated project,20,77.13,1542.6,2023-02-17,pending
defbbb40-417f-4366-88c6-947528099244,William Collins,carrillonichole@example.org,West,Office Supplies,Profound leadingedge budgetary management,2,132.4,264.8,2023-06-12,refunded
f30c7f50-f9c5-4d22-9cad-4152346c9789,Andrea Cabrera,sandra34@example.org,South,Apparel,Assimilated holistic superstructure,17,41.6,707.2,2024-11-16,
c77c1321-071c-4bb1-ae26-4369043140df,Joseph Crawford,jeffrey68@example.net,South,Sporting Goods,Compatible 24/7 Local Area Network,10,93.78,937.8,2024-01-18,Pending
082e30e5-2d2e-45f9-a2b1-46e19b0c7d6d,Gina Murphy,jack68@example.net,West,Home Goods,Horizontal national website,17,89.13,1515.21,2024-06-18,refunded
456c21dd-b1c7-4d94-a117-c292a24de7d2,Christopher Raymond,velazquezjulie@example.com,West,Office Supplies,Programmable high-level info-mediaries,,198.38,3174.08,2024-09-04,pending
0f5c864b-e56e-4cf3-ae4d-1a3a98b49da4,Kelly Johnson,brenda90@example.net,Northeast,Home Goods,Upgradable directional toolset,12,285.38,3424.56,2023-07-01,refunded
f61924f3-fc75-41d2-bf2a-8a1095c06950,Rebecca Parker,jamiewallace@example.org,Midwest,Office Supplies,Mandatory tangible definition,11,129.72,1426.92,2024-04-21,pending
56ef496d-be22-4433-b6ba-86c46f8a6254,Russell Neal,millertracy@example.net,West,Home Goods,Compatible mobile help-desk,8,151.61,1212.88,2024-05-13,
dcf45aac-474f-4fb7-9612-7652b2573452,Matthew Bailey,millerjacob@example.net,Northeast,Office Supplies,Robust systemic infrastructure,15,269.47,4042.05,2023-10-31,COMPLETED
77a8b536-0f5a-4ccb-ae02-d53fb523364e,Donna Ritter,xjordan@example.net,West,Electronics,Integrated fault-tolerant alliance,1,241.15,241.15,2024-10-18,pending
71cbb856-3385-4fe5-b589-e2b11a1ac87f,James Gonzalez,ryan06@example.com,South,Electronics,Enhanced contextually-based website,19,224.68,4268.92,2024-10-22,refunded
8990372e-491a-40d3-9acf-9ba4df8e0fc7,Heather Chase,denisekeith@example.net,Northeast,Apparel,Diverse radical methodology,19,12.4,235.6,2024-05-11,completed
d3208f8e-c83d-49bf-b21c-03906905f3fb,Brian Harris,daleburke@example.net,South,Electronics,Multi-tiered modular application,,75.86,1213.76,2024-05-08,pending
29dc61b2-8b4f-48f8-a42a-cd5415ee67d8,Alexandra Allen,allenpaul@example.org,Midwest,Sporting Goods,Cross-platform bifurcated approach,17,50.74,862.58,2023-11-18,pending
195c607e-778a-4626-8377-8042fafbf82e,George Green,ccooper@example.net,South,Apparel,Quality-focused demand-driven standardization,8,128.14,1025.12,2024-04-03,refunded
687b6b91-8396-4499-801b-c79fa1da60ac,Todd Lewis,salazarmelissa@example.net,Midwest,Apparel,Compatible fault-tolerant access,17,270.07,4591.19,2024-07-04,completed
8912119a-7d92-4c7a-8ef3-2c373df204b8,Denise Garza,angela28@example.net,Northeast,Office Supplies,Object-based impactful array,15,138.77,2081.55,2024-12-07,refunded
6ff297bc-6414-4a07-93ce-9a09dcacf4b1,Jessica Miller,ymason@example.net,Midwest,Home Goods,Assimilated asynchronous complexity,2,294.89,589.78,2023-03-06,completed
7ee6a9ec-3fb5-4a66-93c4-ed57e2deb5f3,Anna Rodriguez,astewart@example.org,Midwest,Home Goods,Future-proofed even-keeled extranet,11,105.36,1158.96,2024-06-08,COMPLETED
91502f8b-ce60-4423-a566-7f0be8570315,Joel Brown,hsnyder@example.net,Midwest,Apparel,Enhanced systematic instruction set,10,61.9,619.0,2024-03-24,refunded
9d036649-8bae-426e-a679-efc71b1de995,Daniel Moore,mariaberry@example.org,South,Sporting Goods,Multi-tiered actuating task-force,2,138.61,277.22,2024-11-12,pending
a583094f-2a72-4e23-9075-6680edd3c00e,Joshua Grant,hunterjermaine@example.net,Midwest,Apparel,Triple-buffered even-keeled system engine,18,279.07,5023.26,2023-02-22,COMPLETED
5ed93425-ef76-41ca-9a65-7ebe4ceecc9e,Albert Tucker,johnsonjessica@example.org,South,Office Supplies,Monitored asynchronous strategy,1,63.07,63.07,2023-01-04,Pending
1740ecd9-bc3f-4808-bc3f-87a69a1265df,Kylie Davis,mariaparker@example.com,South,Office Supplies,Persistent client-server artificial intelligence,5,104.41,522.05,2024-11-20,completed
efb52d8e-1d46-4395-8700-dfb534cef82d,Curtis Colon,vferguson@example.org,South,Office Supplies,Adaptive composite application,11,96.58,1062.38,2023-01-19,Pending
9761c462-e955-4286-90d3-958a3ee3404a,Christopher Sanchez,graceromero@example.org,Northeast,Office Supplies,Digitized context-sensitive contingency,20,132.86,2657.2,2023-10-21,Pending
4a88d40d-589a-490c-a0d3-136c7d707a44,Stacey Brown,tuckerchristina@example.com,South,Electronics,Quality-focused 24/7 neural-net,13,40.04,520.52,2023-07-29,pending
6b5a01f8-30ed-4f8e-8909-3f327b4bff28,Oscar Terry,franklin81@example.net,Midwest,Electronics,Versatile exuding application,20,257.32,5146.4,2024-09-05,
1b6e3aef-6be6-40db-bb34-c29832a26d81,Blake Watson,wandaolson@example.org,Midwest,Home Goods,Upgradable human-resource conglomeration,6,67.4,404.4,2023-08-06,Pending
bdadd352-36a2-4ec8-8eff-1701521420c9,Edward Harris,rebecca32@example.net,Northeast,Electronics,Triple-buffered exuding projection,4,63.34,253.36,2023-04-05,pending
64b7c4b4-55c6-4537-8750-e84698a060cc,Darren Alvarez,xmiller@example.org,Northeast,Home Goods,Re-contextualized 6thgeneration monitoring,5,12.82,64.1,2023-07-10,completed
05a5d82f-6cf7-489a-ab18-39a3f3cf101f,Nicholas Humphrey,christine78@example.net,South,Electronics,Enterprise-wide human-resource alliance,1,40.26,40.26,2024-11-09,COMPLETED
51c364bf-3c11-49b0-b12e-fb2da9910ebb,John Morgan,melaniephillips@example.org,West,Office Supplies,Total well-modulated analyzer,5,182.85,914.25,2024-02-17,Pending
343db49e-865a-41d9-b034-6bc9abc59d08,Jessica Cole,hendricksstacey@example.org,Northeast,Apparel,Devolved responsive intranet,11,72.46,797.06,2024-12-03,Pending
7f308372-0d94-48da-b6bc-3ca7d2d39f14,Deanna Smith,vmorrison@example.org,Midwest,Sporting Goods,Devolved 24hour conglomeration,15,289.7,4345.5,2023-11-18,Pending
99d11c0d-e456-47e8-a52a-ae140695c614,David Burns,zhill@example.com,Northeast,Apparel,Business-focused needs-based structure,10,139.62,1396.2,2023-06-09,pending
0470b419-d6fb-47c8-aa00-313dafbd4bf3,Jeffrey Johnson,timothy29@example.org,South,Office Supplies,Digitized leadingedge project,7,187.83,1314.81,2023-12-16,
6f6a297d-cd65-4101-bc6d-e39c4ae14a0b,Sarah Franco,robertclements@example.net,Northeast,Office Supplies,Multi-layered attitude-oriented access,12,57.65,691.8,2024-12-06,Pending
ef0d1609-864e-49e9-a227-4b29d4c2ec0c,Kristen Carroll,smedina@example.org,Northeast,Sporting Goods,Multi-layered homogeneous protocol,4,283.37,1133.48,2024-04-25,pending
a38ce039-9cab-4254-a82b-fa1f8eac9389,Lynn Sutton,vrodriguez@example.net,Midwest,Apparel,Ergonomic contextually-based approach,7,71.59,501.13,2023-08-01,refunded
bed681a8-b689-49ef-be80-fd4b9ea8a5f3,Michael Ramirez,wparsons@example.org,South,Office Supplies,Exclusive human-resource concept,15,19.85,297.75,2023-09-15,
5464bdcf-8f0a-404a-bf64-021be3258d70,Ashley Gonzales,toddcourtney@example.com,West,Home Goods,Proactive fault-tolerant portal,9,220.6,1985.4,2024-02-03,completed
a74732dc-e47a-4d6d-a6b1-0ca8f1bd06e5,Michelle Mann,wfreeman@example.com,West,Apparel,Digitized user-facing circuit,12,140.6,1687.2,2023-05-04,refunded
4224bcdc-98a2-45e3-8ab2-db77ad900835,Christopher Brown,joshua09@example.net,South,Apparel,Intuitive needs-based strategy,,297.19,1188.76,2024-01-22,COMPLETED
1b1647f6-f1a2-4802-8163-f7f64779b05e,Benjamin Nelson,jeremyrichmond@example.com,West,Home Goods,Reduced well-modulated parallelism,14,186.0,2604.0,2023-05-13,refunded
e2cf8999-9eb5-45e3-b541-669613e4b290,William Herman,ralph57@example.net,Midwest,Sporting Goods,Ameliorated grid-enabled Graphic Interface,16,7.62,121.92,2024-06-23,Pending
af352a50-794a-4764-96b1-1e354ac675b6,Melissa Cain,tammy69@example.org,West,Sporting Goods,Monitored value-added structure,18,146.42,2635.56,2024-10-17,Pending
1f3d2a6c-7e2c-4ee6-b68f-5648d0f7e316,Kristen Kemp,thomasshields@example.com,South,Home Goods,Down-sized mobile groupware,8,20.45,163.6,2024-09-18,refunded
2c2e2d26-7ff1-4e16-b4a0-24a8c552aa72,Brian Nguyen,aboyd@example.com,West,Sporting Goods,Switchable composite customer loyalty,15,36.05,540.75,2024-04-15,
a4897230-2cee-4025-b039-b5aa8b3e3217,James Willis,james79@example.net,Midwest,Sporting Goods,Sharable tangible conglomeration,6,57.43,344.58,2023-09-03,completed
8a894e20-847b-4bd5-8cb9-53ff762fa688,Sarah Hughes,alexismartinez@example.net,West,Electronics,Focused hybrid software,4,98.45,393.8,2023-10-30,
2ec10490-e785-42bd-992f-4e6aaaed2741,Anthony Raymond,carlsonnathan@example.org,Northeast,Apparel,Open-source non-volatile portal,16,27.33,437.28,2024-12-31,Pending
ea25e378-6e35-49d6-8088-be668a4dde48,Timothy Jones,christy41@example.org,South,Home Goods,Distributed intermediate superstructure,15,139.73,2095.95,2024-02-23,pending
6b8e164b-5311-4fd2-baa2-0c16e43e5508,Nicole Rodgers,wilsonangela@example.net,West,Apparel,Ameliorated 24hour pricing structure,6,190.99,1145.94,2024-01-10,COMPLETED
0d6f43fb-5e94-4bb8-94bd-d050b6ea99ad,Kevin Stuart,xraymond@example.com,South,Sporting Goods,Synergistic demand-driven conglomeration,9,125.13,1126.17,2023-05-26,COMPLETED
c5d95060-7de6-490e-8bae-93c7f0519d43,Lorraine Brown,wparrish@example.org,Midwest,Home Goods,Devolved zero-defect monitoring,16,119.01,1904.16,2023-09-26,completed
26ada9b9-3fae-4581-bcdf-0a9bbb3c4876,William Reed,ysmith@example.com,South,Apparel,Ergonomic local benchmark,4,264.25,1057.0,2024-12-05,pending
0c5f25d0-5cd8-40d2-b409-e35c8e980018,Brenda Hill,jeffreywilson@example.org,South,Electronics,Programmable didactic success,1,152.1,152.1,2023-11-25,Pending
4d02d276-356f-4906-8185-181481686f2e,Alejandra Huffman,salexander@example.com,West,Home Goods,Down-sized systemic analyzer,8,145.04,1160.32,2024-09-14,refunded
d454ab7c-28de-4de8-bcfd-7f21fb5e8c7a,Jermaine Cline,sawyerjohn@example.org,South,Home Goods,Centralized zero administration projection,12,7.76,93.12,2024-06-02,pending
5c678330-228e-411c-bb2f-7da122653502,Joshua Powell,cassandra74@example.com,South,Home Goods,User-centric neutral open architecture,3,99.31,297.93,2023-04-18,Pending
daefa613-2b97-4628-b5a5-4d4a0c4a15af,Kelsey Davis,mark65@example.com,Northeast,Home Goods,Public-key content-based Internet solution,5,96.74,,2024-06-17,
8daf1e78-e428-45f9-ae0f-ab469ddb689e,Tonya Taylor,michelesmith@example.org,Midwest,Sporting Goods,Stand-alone composite collaboration,,94.81,94.81,2023-07-07,completed
235483d1-b4d5-428b-895e-559d7178c35f,Christina Brooks,robert48@example.com,West,Apparel,Visionary empowering concept,18,137.04,2466.72,2024-11-25,COMPLETED
9c5e5f15-deff-4dc7-afcb-7b10345fd728,Daniel White,eileenguzman@example.org,Northeast,Sporting Goods,Persistent motivating solution,3,7.58,22.74,2024-03-07,completed
275073ac-1f96-440c-9b00-a55c69d3c338,Jacob Young,stacey32@example.org,West,Home Goods,Persistent bifurcated system engine,9,103.62,932.58,2024-09-24,
386032e1-c018-4474-91e2-2ddb63e25f2b,Christopher Small,vcarpenter@example.net,West,Electronics,Pre-emptive demand-driven access,8,91.6,732.8,2024-09-25,pending
a91b8857-c476-47d2-b9f2-8303ff141b8d,Deborah Browning,christine17@example.net,South,Electronics,Open-source zero-defect time-frame,4,32.58,130.32,2023-08-21,refunded
4b62d3bc-8dd2-4f45-8f1f-f5acc76c1202,Christian Rodriguez,hrodriguez@example.com,West,Home Goods,Monitored tertiary installation,4,213.44,853.76,2023-01-23,completed
f7642b8b-1380-4568-acc6-c98eeeb255ba,Bradley Dixon,holly67@example.com,West,Home Goods,De-engineered zero-defect knowledgebase,17,269.34,4578.78,2023-09-16,Pending
253aa4d0-9c46-4c11-8e16-a948ffcb43d5,Mathew Hicks,adam21@example.org,South,Apparel,Enhanced interactive matrices,,295.94,5326.92,2023-12-31,Pending
fb7edd15-dafe-4fd2-bb06-97b187ded676,Charlene Thomas,kelsey62@example.net,South,Electronics,Right-sized actuating superstructure,16,203.79,3260.64,2024-09-23,
2cc4f760-59da-4546-96fa-1dfca36ec660,Katrina Olson,kevingarrett@example.com,West,Electronics,Extended asynchronous methodology,7,280.11,1960.77,2024-07-05,Pending
a7166e2a-74c7-4d58-a966-33698ef22f08,Matthew Ayers MD,jasonjones@example.net,Northeast,Sporting Goods,Switchable scalable archive,6,28.06,168.36,2023-03-17,
d6383d4e-4ca3-4358-b254-e8d7a466ed84,Anthony Wheeler,mooneyjohn@example.org,South,Office Supplies,Mandatory coherent website,12,184.73,2216.76,2023-06-28,completed
f79cabcb-065d-4641-b515-17d6c54f8813,Kim Johnson,erichmond@example.org,Midwest,Sporting Goods,Open-architected 4thgeneration model,6,32.7,196.2,2023-10-05,
9655fcdb-551d-4d7f-b189-dab4663e98f9,Timothy Duncan,robinsonjames@example.com,Midwest,Home Goods,Intuitive intangible database,20,208.01,4160.2,2024-04-05,
3eb7e6b3-a064-4021-a340-c1c5b3e84110,Phillip Morales,richardmullins@example.org,West,Sporting Goods,Synergistic client-server knowledge user,3,-274.64,823.92,2024-06-17,refunded
f8519185-08db-455b-ad25-b46faad17ba0,Martin Owens,nicolegarner@example.org,Midwest,Home Goods,Mandatory next generation secured line,18,222.19,3999.42,2023-01-02,
02cc040c-1055-4ac0-a84c-e09d8b77307d,Brandy Murphy,rosstravis@example.org,South,Electronics,Exclusive didactic emulation,12,292.8,3513.6,2024-08-15,pending
429c9a3b-4893-41a6-9e17-e1496a161dad,Jonathan Sherman,newtongarrett@example.net,Midwest,Office Supplies,Assimilated optimal array,14,274.67,,2024-03-10,COMPLETED
e42faab0-0645-4b3f-b385-3e74dadcc8b4,Thomas Powell,agonzalez@example.net,West,Sporting Goods,Implemented foreground budgetary management,5,177.97,889.85,2023-10-19,COMPLETED
06a9f188-1400-4d1a-b0b3-c465e8659104,Jose Weber,michaelgrant@example.net,Midwest,Home Goods,Seamless contextually-based attitude,1,110.53,110.53,2023-09-30,completed
78b709d7-be4c-4f85-93c2-3b12d791e553,Danielle Fernandez,collinsamanda@example.net,South,Office Supplies,Operative heuristic budgetary management,2,63.42,126.84,2023-08-30,
